genome	kingdom	phylum	class	order	family	genus	species
641549.SAMN04002506	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	291183 Lacinutrix	specI_v3_11661
641665.SAMN06626651	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135622 Alteromonadales	267889 Colwelliaceae	28228 Colwellia	specI_v3_06404
641691.SAMN05421636	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	1434034 Pricia	specI_v3_11662
642227.SAMN02905535	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	91347 Enterobacterales	1903409 Erwiniaceae	82986 Tatumella	specI_v3_11663
642492.SAMN00013959	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	698776 Cellulosilyticum	specI_v3_11664
642780.SAMN04488570	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85009 Propionibacteriales	85015 Nocardioidaceae	86795 Marmoricola	specI_v3_11665
643473.SAMN02261254	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1161 Nostocales	1892264 Fortieaceae	1049006 Fortiea	specI_v3_11666
643562.SAMN00713573	2 Bacteria	1224 Proteobacteria	28221 Deltaproteobacteria	213115 Desulfovibrionales	194924 Desulfovibrionaceae	2035811 Pseudodesulfovibrio	specI_v3_11667
643648.SAMN02598518	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	68298 Syntrophomonadaceae	129001 Syntrophothermus	specI_v3_11668
643674.SAMN06236385	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	506 Alcaligenaceae	1100891 Paenalcaligenes	specI_v3_11669
643867.SAMN00138949	2 Bacteria	976 Bacteroidetes	768503 Cytophagia	768507 Cytophagales	200667 Flammeovirgaceae	869806 Marivirga	specI_v3_11670
644107.SAMN02436218	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	97050 Ruegeria	specI_v3_06405
644281.SAMN02598520	2157 Archaea	28890 Euryarchaeota	183939 Methanococci	2182 Methanococcales	196117 Methanocaldococcaceae	196118 Methanocaldococcus	specI_v3_03964
644282.SAMN02598521	2 Bacteria	1224 Proteobacteria	28221 Deltaproteobacteria	453227 Desulfarculales	453228 Desulfarculaceae	453229 Desulfarculus	specI_v3_11671
644283.SAMN00006196	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85008 Micromonosporales	28056 Micromonosporaceae	1873 Micromonospora	specI_v3_00738
644284.SAMN02598519	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	2037 Actinomycetales	2049 Actinomycetaceae	28263 Arcanobacterium	specI_v3_11672
644295.SAMN00015125	2157 Archaea	28890 Euryarchaeota	224756 Methanomicrobia	94695 Methanosarcinales	2206 Methanosarcinaceae	2321 Methanohalobium	specI_v3_11673
644548.SAMN02470983	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85007 Corynebacteriales	85026 Gordoniaceae	2053 Gordonia	specI_v3_03328
64471.SAMN02604031	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	specI_v3_06201
644801.SAMN02232046	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	72274 Pseudomonadales	135621 Pseudomonadaceae	286 Pseudomonas	specI_v3_00217
